Month;Location;MinTemp;MaxTemp;Rainfall;WindGustSpeed;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
12;Sale;13.9;34.8;0;46;6;30;73;35;1014;1011;-1;22.9;32.6;No;No
12;Sale;14.7;35.4;0;65;7;30;48;54;1007.1;1008.3;7;27.6;26.9;No;Yes
12;Sale;17.5;24.4;12;46;31;15;77;84;1013.5;1012.1;8;22.2;22.6;Yes;No
12;Sale;19.4;34.7;1;44;6;20;92;40;1005;1002.1;8;22.1;31.1;No;No
12;Sale;20.7;33.5;0;52;17;13;75;55;1004.2;1001;-1;24.9;33.1;No;Yes
12;Sale;19.9;26.5;3.4;33;7;20;80;76;999.6;999.7;8;25.2;21.1;Yes;No
12;Sale;16.8;26.8;0.2;39;13;17;70;56;1005.6;1004.5;-1;19.3;24.6;No;No
1;MelbourneAirport;20.2;28.7;0;35;19;17;52;37;1013.6;1012.6;7;23.1;27.3;No;No
1;MelbourneAirport;15.7;27.5;0;56;17;35;70;56;1016.5;1012.6;5;17.2;24.6;No;No
1;MelbourneAirport;16.2;28.2;0;41;11;24;64;41;1016.9;1013.7;6;19.9;26.7;No;No
1;MelbourneAirport;14.3;24.5;0;31;11;15;74;61;1019.3;1017.1;7;18;21.6;No;No
1;MelbourneAirport;14.1;25.6;0.2;37;7;9;63;46;1017.5;1014.1;7;19.1;24.4;No;No
1;MelbourneAirport;15.5;25.3;0;54;17;35;76;56;1017.7;1016.8;5;18.5;24.4;No;No
1;MelbourneAirport;14.6;23.4;0;46;19;30;71;50;1020.9;1020.5;4;18.5;21.7;No;No
1;MelbourneAirport;13.4;22.8;0;35;19;17;60;51;1023.3;1021.7;7;16.3;21;No;No
1;MelbourneAirport;16.1;24.1;0;37;15;22;75;54;1021.5;1019.9;3;16.8;22.4;No;No
1;MelbourneAirport;15.7;32.1;0;33;9;17;71;26;1017.9;1013.4;4;17.5;30.7;No;No
1;MelbourneAirport;16.7;38.3;0;76;13;20;22;13;1010.1;1006.2;7;29.9;37.4;No;No
1;MelbourneAirport;15.1;30.3;0.4;35;17;17;70;46;1015.1;1013.9;1;19.6;26.3;No;No
1;MelbourneAirport;15.3;43.6;0;87;19;31;33;12;1010.4;1005.3;6;30.3;41.3;No;No
1;MelbourneAirport;16.5;18;0.8;54;20;31;73;79;1016.7;1020.8;8;16.8;13.9;No;Yes
1;MelbourneAirport;11.4;19.7;1.4;48;26;30;68;49;1030.4;1029.5;7;13.7;18.1;Yes;No
1;MelbourneAirport;8.7;25;0.6;33;9;19;56;34;1029.5;1025.5;0;15.3;23.1;No;No
1;MelbourneAirport;12.4;32.8;0;57;39;13;38;20;1022.6;1018.7;1;22.7;30.7;No;No
1;MelbourneAirport;20.6;36.5;0;59;37;26;19;12;1016;1012.6;4;27.9;35.7;No;No
1;MelbourneAirport;13.3;33.5;0;31;9;13;77;30;1013.7;1009.2;6;18.8;32.6;No;Yes
1;MelbourneAirport;17.5;31;1.8;37;13;26;83;58;1010.4;1007.7;4;18.6;26.5;Yes;No
1;MelbourneAirport;18.2;27.5;0.8;30;11;9;91;67;1009.8;1010.1;7;18.9;22.4;No;No
1;MelbourneAirport;16.5;23.7;0.6;56;15;17;90;91;1010.8;1008.4;8;18.1;20.1;No;Yes
1;MelbourneAirport;16.2;22.6;5.4;43;19;24;86;64;1012.7;1013.6;7;17.1;20.7;Yes;No
1;MelbourneAirport;14.7;23.7;0;44;19;22;91;63;1015.2;1014.4;7;16;20.6;No;Yes
1;MelbourneAirport;15.3;22.3;1.4;44;20;22;76;47;1016.6;1016.1;1;17.2;21.6;Yes;No
1;MelbourneAirport;14.8;29.6;0;33;7;6;76;30;1017.8;1014.3;7;18.6;28.5;No;No
1;MelbourneAirport;17.8;28.9;0;63;13;43;75;45;1010.8;1007.8;4;21.1;27.3;No;No
1;MelbourneAirport;20.9;30.7;0.2;61;44;17;64;69;1004.3;1001.2;7;23.7;24.1;No;Yes
1;MelbourneAirport;13;19.1;14.6;28;9;13;96;67;1003.4;1001.8;7;13.4;18.3;Yes;Yes
1;MelbourneAirport;11;22.8;7.8;33;13;20;89;53;1006.6;1004.3;6;14.6;21.4;Yes;Yes
1;MelbourneAirport;14.5;20.6;8.8;56;31;33;73;58;1000.5;1001.7;7;17.1;18.9;Yes;No
2;MelbourneAirport;9.8;25;0.6;33;9;20;72;42;1006.4;1005.3;1;15.2;24.4;No;No
2;MelbourneAirport;14.8;32.4;0;44;13;28;82;24;1005.1;1001.5;7;19.2;31;No;No
2;MelbourneAirport;17;21.3;0.2;56;20;28;95;72;1007.5;1010.8;7;17.2;18.6;No;Yes
2;MelbourneAirport;16.2;21.3;1.6;44;24;28;61;56;1018.7;1019.2;7;17.7;19.3;Yes;No
2;MelbourneAirport;13.5;28.8;0;33;11;15;73;36;1019.8;1017.2;0;18;26.3;No;No
2;MelbourneAirport;13.5;32.5;0;44;28;9;46;26;1017.3;1014.3;1;23.6;31.2;No;No
2;MelbourneAirport;17.2;31.7;0;41;28;26;43;43;1016.5;1015.4;3;26.4;29.4;No;No
2;MelbourneAirport;15.9;24.3;0;41;13;22;79;46;1022;1021.5;1;18.6;23.8;No;No
2;MelbourneAirport;16.8;26.1;0;31;15;9;64;45;1021.8;1018.4;0;18.1;25.2;No;No
2;MelbourneAirport;15.5;25.1;0;31;11;20;72;46;1016.4;1014.4;7;18.4;24;No;No
2;MelbourneAirport;17.2;25.7;0;39;17;22;70;47;1017.2;1014.8;1;18.8;24.4;No;No
2;MelbourneAirport;14.6;28.1;0;31;13;13;73;41;1016.5;1012.8;1;17.7;27.1;No;No
2;MelbourneAirport;16.4;37.5;0;50;20;17;26;24;1009.1;1005.5;3;27.3;32.6;No;No
2;MelbourneAirport;12.5;26.7;0.4;50;19;30;62;28;1012;1011;6;18.2;23.8;No;No
2;MelbourneAirport;11.6;27.7;0;57;15;24;60;24;1013.6;1009.7;3;17.1;25.5;No;No
2;MelbourneAirport;13.4;18.8;0.8;52;28;31;58;42;1015.6;1016.8;7;14.9;18.2;No;No
2;MelbourneAirport;12.8;23.6;0;50;26;35;67;60;1015.5;1013.1;6;15.4;22;No;No
2;MelbourneAirport;14.4;22.9;0.2;37;19;15;86;58;1012.5;1010.7;7;15.6;20.3;No;No
2;MelbourneAirport;14.2;23;0;41;13;30;72;75;1012.4;1013.9;7;17.5;18.6;No;No
2;MelbourneAirport;13.8;22.3;0;44;11;28;57;37;1021.7;1022.4;1;15.5;20.4;No;No
2;MelbourneAirport;10;28.1;0;33;9;24;71;32;1024.9;1021.3;3;15.3;27.5;No;No
2;MelbourneAirport;13.6;30.6;0;30;24;20;28;26;1022;1021.7;7;23.5;27.9;No;No
2;MelbourneAirport;18.3;41.4;0;74;50;39;30;14;1012.8;1008.8;3;29.3;39.6;No;No
2;MelbourneAirport;23;29.6;0.2;41;24;24;48;49;1011.8;1008.8;4;25.4;27.6;No;No
2;MelbourneAirport;18.6;29.9;0.4;50;11;17;93;49;1010.3;1009.6;6;19.1;27;No;No
2;MelbourneAirport;12;25.1;0;41;19;24;65;38;1018.8;1018.7;5;17.4;22.7;No;No
2;MelbourneAirport;16.5;24.2;0;33;19;17;68;49;1021.6;1019.6;3;17.4;22.3;No;No
2;MelbourneAirport;15.7;23.9;0;41;20;24;58;41;1021.2;1020.1;2;17.6;22.7;No;No
2;MelbourneAirport;14;25.1;0;35;19;20;70;49;1021.7;1019.6;6;18;23.7;No;No
3;MelbourneAirport;13;34.5;0;52;7;22;81;14;1017.6;1015;6;18.6;33;No;No
3;MelbourneAirport;17.2;37.3;0;46;11;15;29;13;1016.8;1014.4;6;24.1;34.5;No;No
3;MelbourneAirport;16.4;26.4;0;31;13;15;71;42;1021.2;1019.1;3;18.5;24.7;No;No
3;MelbourneAirport;14.8;39.2;0;70;7;33;67;19;1018;1013.2;6;19.6;36.6;No;No
3;MelbourneAirport;19;24.5;0;31;13;24;90;71;1019.5;1019.8;7;19.6;22.2;No;No
3;MelbourneAirport;15;28.8;0;33;7;22;83;53;1020.5;1017.8;6;18.3;26.4;No;No
3;MelbourneAirport;17.9;23.9;0;33;0;20;80;83;1019.2;1020.9;8;19.9;20.8;No;No
3;MelbourneAirport;18.7;40.2;0;59;6;24;80;12;1019.4;1014.8;4;21.4;39.5;No;No
3;MelbourneAirport;21.4;30.7;0;56;33;22;31;62;1016.6;1017.1;7;27.5;24.4;No;Yes
3;MelbourneAirport;17.8;20.2;2.4;26;15;11;92;95;1021.5;1019.5;8;18.1;18.8;Yes;Yes
3;MelbourneAirport;17.8;28.3;9.8;28;4;17;89;60;1017.6;1015.6;2;20;27.4;Yes;No
3;MelbourneAirport;18.4;21.7;0;28;4;17;88;80;1020.1;1020.4;8;19.9;21.2;No;No
3;MelbourneAirport;16.9;24.1;1;28;11;13;94;68;1021.2;1018.9;6;17.7;22.5;No;No
3;MelbourneAirport;16.6;20.1;0;39;20;30;84;59;1020.8;1020.3;7;17.9;19.6;No;No
3;MelbourneAirport;13;27.8;0;44;11;26;75;44;1020.3;1017.3;5;17;26.6;No;No
3;MelbourneAirport;13.4;31.7;0;35;4;19;81;33;1019.2;1014.5;6;16.7;30.4;No;No
3;MelbourneAirport;16.5;33.2;0;69;46;28;48;31;1012.7;1006.8;7;23.4;31.9;No;Yes
3;MelbourneAirport;13.7;20.4;8.2;78;11;46;94;40;997.6;1002.2;5;13.8;18.9;Yes;Yes
3;MelbourneAirport;10.8;19.4;3;41;22;28;85;47;1014.5;1016.5;7;12.7;17.6;Yes;Yes
3;MelbourneAirport;10.4;22;1.2;39;13;6;61;35;1020.6;1019.1;1;13.6;20.6;Yes;No
3;MelbourneAirport;8.7;22.7;0;43;7;28;87;47;1021.5;1019.2;3;12.8;21.9;No;No
3;MelbourneAirport;9.5;25.9;0;30;7;13;87;32;1019.8;1016.3;1;13.5;24.5;No;No
3;MelbourneAirport;12.6;29.4;0;48;24;26;40;17;1016.5;1015.3;7;19.4;27.6;No;No
3;MelbourneAirport;16.6;21.1;0.6;30;9;11;91;64;1020.8;1018.8;7;16.9;20.5;No;No
3;MelbourneAirport;12.9;21.9;0.2;37;15;26;78;41;1020.7;1019.1;6;15.6;20.4;No;No
3;MelbourneAirport;11;20.3;0;33;13;13;80;56;1020.3;1019.2;7;15.2;19.3;No;No
3;MelbourneAirport;12.9;19.5;0.8;41;13;24;86;41;1021.4;1020.3;6;13.2;18.6;No;No
3;MelbourneAirport;7;19.7;0;46;9;28;62;40;1020.1;1018.1;8;12.6;17.5;No;No
3;MelbourneAirport;12.5;18;0;39;22;28;55;54;1020.3;1019.5;7;15.2;16.6;No;No
3;MelbourneAirport;13.4;18.3;0;39;13;24;61;45;1020.5;1019.7;7;14.1;17.5;No;No
3;MelbourneAirport;7;24.3;0;33;9;17;65;43;1020.1;1017.3;7;14.5;22.7;No;No
4;MelbourneAirport;12;27;0;57;24;35;63;25;1015.6;1011.3;7;17;26.3;No;No
4;MelbourneAirport;15.1;20.9;0;43;9;30;44;51;1015.9;1019.7;7;18.4;18.1;No;No
4;MelbourneAirport;8.3;19.8;0;41;15;22;63;40;1026.7;1024.8;1;14.9;18.7;No;No
4;MelbourneAirport;7.7;23.8;0;26;9;9;67;33;1023.1;1017.4;1;14.2;22.8;No;No
4;MelbourneAirport;10.5;29.2;0;61;26;24;30;14;1013.4;1009.6;7;21.4;28.1;No;Yes
4;MelbourneAirport;12.4;15.4;8;41;17;26;95;82;1015.6;1016.8;7;12.4;14.5;Yes;Yes
4;MelbourneAirport;7.4;18.6;3.4;33;9;19;67;58;1025.2;1023.4;7;13.4;16.5;Yes;No
4;MelbourneAirport;10.2;20.1;0;30;7;20;70;40;1023.5;1022;6;14.6;18.7;No;No
4;MelbourneAirport;9.1;22.7;0;35;19;22;60;34;1022.5;1019.8;6;15.9;22.4;No;No
4;MelbourneAirport;11.5;23.5;0;41;26;30;54;36;1020.5;1017.6;6;18.6;22.6;No;No
4;MelbourneAirport;13.8;20.7;0;39;28;20;75;60;1021.8;1021;5;15.6;19.3;No;No
4;MelbourneAirport;12.6;19.4;0;35;22;19;77;52;1025.6;1023.7;2;14.5;18.4;No;No
4;MelbourneAirport;11.8;19.7;0;31;13;15;73;53;1028.3;1025.9;7;15.7;18.9;No;No
4;MelbourneAirport;9.8;28;0;46;9;30;91;20;1026.9;1022.7;7;13.1;26.5;No;No
4;MelbourneAirport;11.5;28.7;0;46;20;22;38;18;1022.7;1018.4;6;19;26.8;No;No
4;MelbourneAirport;12.4;20.7;0;39;9;28;74;80;1022.3;1021.9;8;16;15.3;No;Yes
4;MelbourneAirport;12;19.3;1.4;37;22;20;51;47;1025.7;1021.8;2;15;18.3;Yes;No
4;MelbourneAirport;8;25.5;0;54;15;26;66;34;1020.8;1016.6;7;16.5;24.7;No;No
4;MelbourneAirport;12.3;27.6;0;54;35;28;50;25;1019.3;1017.4;6;19.7;27.2;No;No
4;MelbourneAirport;15.5;28.7;0;52;30;31;44;23;1021.7;1018.9;7;21;27.8;No;No
4;MelbourneAirport;19.8;24.8;0;54;24;19;35;70;1018.9;1019.4;7;21.1;18.5;No;Yes
4;MelbourneAirport;13.1;16.5;17.8;39;26;24;64;49;1027.7;1027;6;14.3;14.8;Yes;No
4;MelbourneAirport;10.5;18.3;0.2;33;7;20;87;69;1030.3;1029;6;12.4;16.8;No;No
4;MelbourneAirport;7.9;21.1;0.2;20;6;9;81;46;1031.9;1028.6;1;14.5;20.5;No;No
4;MelbourneAirport;8.8;25;0;50;30;30;57;31;1030.1;1027.1;0;16.3;24.5;No;No
4;MelbourneAirport;9;25.7;0;50;20;26;54;25;1028.3;1023.7;2;17.4;25;No;No
4;MelbourneAirport;13.7;23.8;0;63;41;30;39;38;1021.4;1016.2;7;18.5;23.8;No;No
4;MelbourneAirport;18;23.6;0;52;33;0;49;49;1018.4;1016.8;7;19.1;23.6;No;No
4;MelbourneAirport;15.8;19.1;0.8;52;22;15;75;86;1015.6;1013.6;7;17.3;16.5;No;Yes
4;MelbourneAirport;15.1;23.4;4.6;76;31;35;79;57;1015.1;1010.8;6;18.5;22.3;Yes;Yes
5;MelbourneAirport;13.6;16.6;6.6;76;33;35;54;47;1007;1011.3;6;15.1;15.3;Yes;No
5;MelbourneAirport;7.3;17.6;0;59;24;31;66;43;1013.9;1010.1;5;10.9;16.8;No;No
5;MelbourneAirport;10.9;19.6;0;74;46;35;52;60;1002.5;1000.5;7;15.7;17.9;No;No
5;MelbourneAirport;6.8;17.2;0.8;48;17;24;64;43;1015.7;1014.9;7;12;15.7;No;No
5;MelbourneAirport;10.6;21;0;70;30;44;56;45;1016.7;1013;3;16.6;20;No;No
5;MelbourneAirport;13.7;25.1;0;65;48;24;56;32;1015.1;1013.8;6;16.5;24.4;No;No
5;MelbourneAirport;9.2;25.5;0;56;35;31;51;34;1016.8;1014.8;7;19.2;24.1;No;Yes
5;MelbourneAirport;14.4;19.1;4;61;9;24;93;92;1011.1;1004.6;8;15;17.3;Yes;Yes
5;MelbourneAirport;14.9;21.3;1.6;80;57;26;85;73;995.5;995.3;7;18.9;15.7;Yes;Yes
5;MelbourneAirport;12;16.6;10.6;65;33;41;84;47;1003.1;1009;5;13.7;15.9;Yes;No
5;MelbourneAirport;10.5;16.8;0;54;24;20;62;55;1015.2;1010.3;7;13.1;15.8;No;No
5;MelbourneAirport;12.7;21.7;0;50;22;24;69;53;1013.7;1012.7;7;16.8;20.7;No;No
5;MelbourneAirport;13.3;21.5;0;61;15;22;70;46;1021.3;1019.3;6;16.2;20.7;No;No
5;MelbourneAirport;12.5;21.1;0;57;24;33;74;54;1020.2;1016.4;2;16.1;21;No;No
5;MelbourneAirport;12.9;21.3;0;56;19;39;51;54;1014.6;1014.5;3;17.1;20.2;No;No
5;MelbourneAirport;6.3;18.7;0;78;31;33;68;62;1017.9;1012.9;7;13.1;16.9;No;No
5;MelbourneAirport;11.1;17.5;0.4;52;28;28;55;47;1017.2;1017.6;7;14.7;16.6;No;No
5;MelbourneAirport;11.6;19.2;0;43;15;22;60;40;1018.5;1015.2;5;13.8;18.5;No;No
5;MelbourneAirport;12.3;17.7;0;52;30;28;61;65;1014.3;1012.5;8;15.2;16.5;No;No
5;MelbourneAirport;9.1;17.4;1;35;11;7;78;54;1022.8;1022.2;7;12.4;16.3;No;No
5;MelbourneAirport;6.3;18.3;0;48;22;26;70;58;1024.7;1021.6;7;11.9;16.7;No;No
5;MelbourneAirport;10;20.7;0;80;30;39;62;48;1017.1;1012.5;7;15.9;20.4;No;No
5;MelbourneAirport;11;16.3;0.8;61;28;31;61;37;1017.2;1017.6;6;12.4;15.3;No;Yes
5;MelbourneAirport;8.3;15.9;1.6;35;20;15;78;51;1021.4;1019.3;5;11.8;15.5;Yes;No
5;MelbourneAirport;7.2;15.8;0;65;43;28;78;82;1014.5;1010;7;11.2;12.2;No;Yes
5;MelbourneAirport;9.3;11.1;11.4;52;22;20;92;95;1003.5;1003.9;8;9.9;10.4;Yes;Yes
5;MelbourneAirport;6.1;14.6;6.4;30;19;13;83;55;1008.1;1006.7;4;9.4;13.4;Yes;No
5;MelbourneAirport;3.1;13.4;0.4;37;15;20;90;70;1011;1012.6;4;8.8;12.2;No;Yes
5;MelbourneAirport;8.6;12.7;1.4;37;20;11;62;55;1020;1020.9;7;10.1;12;Yes;No
5;MelbourneAirport;3.9;13.9;0;26;17;9;72;47;1027.2;1025.8;1;6.9;13.5;No;No
5;MelbourneAirport;1;16.6;0;31;13;15;78;40;1030.7;1027.4;3;7.3;16.1;No;No
6;MelbourneAirport;3.8;16;0;22;11;7;79;51;1029;1026.9;6;7.1;15.9;No;No
6;MelbourneAirport;2.4;13.2;0;24;9;11;80;76;1028.4;1025.5;7;7.8;12.6;No;No
6;MelbourneAirport;6.2;14;0;15;2;9;97;66;1025.9;1022.4;7;8.5;13.8;No;Yes
6;MelbourneAirport;8.4;14.3;5.4;17;0;13;97;96;1017.5;1012.1;8;10.3;12.3;Yes;Yes
6;MelbourneAirport;10.3;14;4;26;17;0;91;96;1006;1003;8;13.7;13.2;Yes;Yes
6;MelbourneAirport;6.6;13.2;5;48;22;30;79;72;1002;1000.9;5;10;12.9;Yes;No
6;MelbourneAirport;8.2;14.2;0;41;13;24;82;82;1001.9;1001.9;7;11.1;14.1;No;Yes
6;MelbourneAirport;7.2;13.5;1.6;74;26;30;87;83;1008.8;1005;7;10.1;11.7;Yes;No
6;MelbourneAirport;9.8;17.3;1;48;26;28;68;58;1000.8;1003.8;6;13.5;15.9;No;No
6;MelbourneAirport;7.3;15.1;0.4;43;24;22;64;59;1017.4;1016.7;7;10;13.7;No;Yes
6;MelbourneAirport;6;12.7;5.4;44;19;28;84;44;1023.7;1027.3;5;9.3;11.9;Yes;No
6;MelbourneAirport;4.1;13.4;0.4;26;11;11;67;48;1037.2;1036;4;8.7;12.6;No;No
6;MelbourneAirport;3.4;12.8;0;70;20;46;73;53;1037.1;1033;2;6.9;11.8;No;No
6;MelbourneAirport;6.8;14.5;0;61;22;28;72;61;1034.7;1033.5;6;9.1;13.9;No;No
6;MelbourneAirport;6.2;17.5;0;43;22;9;75;51;1032.6;1028.6;1;9.6;16.2;No;No
6;MelbourneAirport;6.9;13.3;0;67;43;37;74;78;1020.5;1014.8;7;8.3;11.4;No;Yes
6;MelbourneAirport;8.3;14.4;3.2;46;13;9;89;89;1011.5;1011.6;7;12.8;14.1;Yes;Yes
6;MelbourneAirport;9.3;11.7;16.6;41;7;13;90;73;1020.8;1020.2;7;9.9;11.1;Yes;No
6;MelbourneAirport;5.2;12.4;0.2;33;7;11;89;79;1019.6;1014.7;8;8.9;11.5;No;Yes
6;MelbourneAirport;8.9;12.4;7;48;26;22;97;89;1005.8;1004;8;11.8;11.8;Yes;Yes
6;MelbourneAirport;7.8;14.1;5.2;61;19;43;74;73;1001.3;997;5;10.8;11.4;Yes;No
6;MelbourneAirport;8.4;14.9;0.2;50;20;20;66;56;1004.1;1005.1;7;10.9;13.6;No;No
6;MelbourneAirport;8.9;13.5;0;72;37;50;74;61;1003.5;997.5;7;11.1;12.5;No;Yes
6;MelbourneAirport;4.6;9.6;10.4;70;28;26;71;68;1003.1;1009.2;5;7.2;7.3;Yes;No
6;MelbourneAirport;1.7;11.9;0;28;17;13;74;62;1022.7;1022.4;5;6.3;11.6;No;No
6;MelbourneAirport;2.2;10.2;0;41;24;15;87;57;1020.7;1017.5;7;4.9;9.2;No;No
6;MelbourneAirport;4.9;10.4;0.2;43;24;9;81;91;1017.6;1018;8;7.1;9.8;No;No
6;MelbourneAirport;4.8;15.9;0.2;35;24;26;76;56;1023.7;1024;5;9.2;15.3;No;No
6;MelbourneAirport;7.2;15;0;59;26;35;86;50;1027;1022.8;7;9.9;13.5;No;No
6;MelbourneAirport;8.3;10.3;0;74;43;44;73;81;1010.8;1006.6;7;8.8;9.1;No;Yes
7;MelbourneAirport;5.7;13.1;3.6;48;22;20;86;61;1019.4;1021.2;7;9.6;12.2;Yes;No
7;MelbourneAirport;9.1;15.1;0;39;15;28;76;55;1025.8;1024.7;7;11.6;14.3;No;No
7;MelbourneAirport;8.6;16.2;0;52;20;26;78;59;1024.5;1021.3;4;11.6;14.8;No;No
7;MelbourneAirport;9.3;11.6;0;43;9;20;75;68;1017.8;1014.3;7;10.1;11.2;No;Yes
7;MelbourneAirport;6.8;11.9;2;39;17;15;93;94;1013.2;1010.7;8;8.1;10.5;Yes;Yes
7;MelbourneAirport;8;11.8;24;52;30;28;86;86;1017.4;1018.9;8;11.5;11.5;Yes;Yes
7;MelbourneAirport;9.7;12.2;10.6;30;13;17;96;85;1023.2;1020.9;8;9.8;12.1;Yes;No
7;MelbourneAirport;7.3;15.5;0.6;33;0;6;95;62;1021.4;1020.5;5;9.1;15.5;No;No
7;MelbourneAirport;4.2;14.6;0;22;15;9;88;60;1025.3;1023.2;5;7.5;13.6;No;No
7;MelbourneAirport;5.6;12.4;0;85;30;44;87;82;1020;1013.1;8;10.5;10.9;No;Yes
7;MelbourneAirport;10.4;14.7;3;70;41;31;68;61;1002.3;1001.6;7;11.8;13.1;Yes;No
7;MelbourneAirport;9.7;12.7;0;83;41;26;58;59;997.3;998.9;5;10.9;9.8;No;No
7;MelbourneAirport;3.1;10.8;0.8;78;31;35;71;53;1016;1021.3;5;5.6;10.4;No;No
7;MelbourneAirport;4.1;12.7;0;50;28;22;69;56;1029.1;1028;7;7.8;11.8;No;No
7;MelbourneAirport;6.4;12.9;0;31;13;17;66;69;1032.3;1030.7;7;10.4;12.5;No;No
7;MelbourneAirport;4.1;14;0;19;0;9;72;51;1033.7;1030.5;1;9;13.5;No;No
7;MelbourneAirport;2.1;15.1;0;72;39;31;81;52;1027.5;1024.5;3;9;14.9;No;No
7;MelbourneAirport;9;18.7;0;69;43;24;74;72;1018.8;1017.1;6;12.8;15.1;No;No
7;MelbourneAirport;10.9;15.2;0;22;13;7;85;71;1022.1;1021;8;12.5;14.3;No;No
7;MelbourneAirport;7.9;15.1;1;19;7;9;83;63;1023.2;1021.3;4;10.6;14.9;No;Yes
7;MelbourneAirport;5.6;17.5;2.6;80;28;26;88;69;1016.3;1011.8;2;11.9;16.5;Yes;Yes
7;MelbourneAirport;11.8;17.3;8.4;83;22;52;72;76;997.8;995.9;7;15.6;11.4;Yes;Yes
7;MelbourneAirport;6;10.6;1.2;67;26;33;61;70;1005.1;1009.2;7;7.6;7.8;Yes;No
7;MelbourneAirport;2.2;11.4;0.4;56;33;33;81;69;1010.6;1006.5;7;4.9;9.5;No;No
7;MelbourneAirport;4.9;13.5;0;76;19;35;73;51;1009.3;1005.3;7;8.8;12.3;No;Yes
7;MelbourneAirport;4.4;10.2;2.6;57;24;30;72;60;1013.4;1009.9;7;6.4;9.3;Yes;No
7;MelbourneAirport;6.4;11.7;0.2;48;20;31;95;53;1013.3;1017.9;6;8.9;10.6;No;No
7;MelbourneAirport;4.8;15.3;0;44;19;13;79;59;1024.4;1022.9;7;9;13.8;No;No
7;MelbourneAirport;7.7;14.2;0;48;30;15;79;74;1021.7;1020;7;11.1;13.3;No;Yes
7;MelbourneAirport;7.3;13.7;2.2;80;33;33;81;78;1020.9;1016.7;7;11.1;11.7;Yes;No
7;MelbourneAirport;8.7;16.1;0.2;70;17;22;84;55;1017.2;1014.7;2;10.9;15.2;No;Yes
8;MelbourneAirport;10.3;13.2;2.6;52;35;28;90;89;1010.6;1009.5;7;11.5;11.8;Yes;Yes
8;MelbourneAirport;4.6;12.3;9.2;44;13;30;88;60;1021.1;1021.2;2;6.8;11.5;Yes;Yes
8;MelbourneAirport;6.8;12.4;2.4;46;17;22;96;82;1026.6;1026.8;7;8.5;10.2;Yes;No
8;MelbourneAirport;3.2;13.4;0.4;31;7;17;94;56;1031.2;1029.7;5;6.7;12.9;No;No
8;MelbourneAirport;2.5;15;0;28;13;11;76;55;1032.4;1030.2;7;6.6;12.8;No;No
8;MelbourneAirport;3.6;13.5;0;22;11;4;77;56;1029.5;1026.7;7;7.5;12.9;No;No
8;MelbourneAirport;5.8;15.6;0;28;15;7;63;39;1027.6;1025.1;5;9.7;13.4;No;No
8;MelbourneAirport;3.7;13.1;0;80;31;37;63;58;1024.2;1020.2;4;9.3;12.3;No;No
8;MelbourneAirport;8.9;16.8;0;89;54;37;67;51;1013.9;1008.3;7;11.1;16.5;No;No
8;MelbourneAirport;7.3;14.8;0.6;67;31;39;63;54;1010.9;1009.2;7;10.4;12.5;No;Yes
8;MelbourneAirport;4;14.1;3.8;44;15;24;68;49;1018.8;1019.7;6;9.5;12.8;Yes;No
8;MelbourneAirport;4.8;13.8;0;57;33;35;73;59;1020.9;1017.5;7;8.8;12.8;No;No
8;MelbourneAirport;5.5;14.7;0.6;41;28;26;81;53;1021.9;1020.7;7;9.1;13.9;No;No
8;MelbourneAirport;6.6;16.8;0;30;19;15;72;53;1027.8;1026.9;7;11.4;15.1;No;No
8;MelbourneAirport;7;17.3;0;56;26;28;81;53;1031.3;1027.9;2;10.3;16.9;No;No
8;MelbourneAirport;8.6;18;0;61;41;33;70;50;1026;1021.6;6;12.1;17.4;No;No
8;MelbourneAirport;10.8;15;0.4;54;17;17;82;74;1023.2;1022.8;4;12.3;13.2;No;No
8;MelbourneAirport;4.9;20.1;0;85;26;35;73;54;1018.6;1013.4;6;13.5;18.8;No;No
8;MelbourneAirport;13.5;15.8;0;70;24;15;58;81;1006;1006.9;8;15.3;9.3;No;Yes
8;MelbourneAirport;4.9;12.6;6;56;20;20;65;61;1012;1012.6;3;8.8;11.8;Yes;No
8;MelbourneAirport;8.2;14.1;0.4;37;19;17;75;66;1016;1013.2;7;11.3;13.5;No;Yes
8;MelbourneAirport;8.6;16.4;1.8;37;24;17;81;76;1014.4;1012.4;7;10.3;10.9;Yes;Yes
8;MelbourneAirport;5.5;13.7;2;31;7;9;84;44;1018.2;1016.9;3;9.9;13;Yes;No
8;MelbourneAirport;1.6;13.2;0.2;33;6;20;91;60;1016.6;1013.2;6;7.3;12.2;No;No
8;MelbourneAirport;4.5;12.9;0;41;11;28;85;56;1015.3;1015.8;5;8;11.7;No;No
8;MelbourneAirport;4.5;13;0.2;35;17;19;76;50;1022.4;1020.7;7;8.8;12;No;No
8;MelbourneAirport;4.8;15.4;0;52;17;22;59;41;1022.6;1018.8;7;10.3;14.7;No;No
8;MelbourneAirport;8.1;18.5;0;43;33;15;67;47;1020.7;1019.4;7;9.6;16.5;No;No
8;MelbourneAirport;7.3;18.6;0;48;31;35;68;35;1024.9;1022.3;2;11.6;17.8;No;No
8;MelbourneAirport;8;16.9;0;72;26;37;63;60;1020.1;1015.6;7;12.6;14.2;No;No
